"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL569","Gesti?n cultural y territorial de los pueblos ind?genas de la Sierra Nevada de Santa Marta","Los pueblos indígenas Kogui, Arhuaco y Kankuamo de la Sierra Nevada de Santa Marta diseñan y ponen en marcha políticas internas y las proyectan hacia lo público","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","250.013,33","INDIGENAS","CESAR, MAGDALENA, LA GUAJIRA","SAN JUAN DEL CESAR, CIENAGA, ARACATACA, RIOHACHA, SANTA MARTA, VALLEDUPAR, FUNDACION , DIBULLA","DESCENTRALIZADOS"
"COL570","Fortalecimiento de la administraci?n de la educaci?n en territorios ind?genas del Cauca, a trav?s de la implementaci?n del Sistema Educativo Ind?gena Propio (SEIP), en el marco del Decreto Transitorio 2500 de 2010""","Contribuir al desarrollo de una educación pertinente y de calidad para los pueblos indígenas del Cauca.","Cooperación Técnica","CONSEJO REGIONAL INDÍGENA DEL CAUCA (CRIC)","US Dolar","0","264.092,00","INDIGENAS, JÓVENES, MUJERES","CAUCA","","DESCENTRALIZADOS"
"COL571","Apoyo a procesos de Autodesarrollo de Comunidades indigenas Misak, Nasa y Afrodescendientes en el departamento del Cauca (Colombia)","Los pueblos Misak y Nasa y la población afrocolombiana del departamento del Cauca (Colombia) ejercen su derecho colectivo al autodesarrollo.","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","357.385,00","INDIGENAS, AFROCOLOMBIANOS","CAUCA","CALDONO, PIENDAMO, MORALES, SILVIA, CAJIBIO","DESCENTRALIZADOS"
"COL572","Reinclusi?n en la escuela de 150 ni?os y ni?as en condiciones de extrema vulnerabilidad educativa que han abandonado el sistema escolar","Aumentar el número de niños y niñas de barrios marginales de Medellín, Barranquilla y Cali que se reintegran y se mantienen en el sistema escolar","Cooperación Técnica","FE Y ALEGRÍA","US Dolar","0","17.333,33","INFANCIA Y ADOLESCENCIA","ATLÁNTICO, ANTIOQUIA, VALLE DEL CAUCA","MEDELLIN, BARRANQUILLA, CALI","DESCENTRALIZADOS"
"COL573","Apoyo a 500 j?venes de 6 barrios urbano marginales de Bogot? y Cali para la mejora su desarrollo personal y social y construcci?n de proyecto de vida","Al final del proyecto 500 jóvenes de 3 barrios marginales de Bogotá y 3 de Cali han ampliado y mejorado sus alternativas y destrezas ocupacionales que previenen su vinculación a dinámicas negativas comunes en su entorno","Cooperación Financiera","FE Y ALEGRÍA","US Dolar","0","88.530,50","JÓVENES","BOGOTÁ D.C., VALLE DEL CAUCA","CALI","DESCENTRALIZADOS"
"COL574","Fortalecimiento de los procesos educativos en competencias psicosociales de la poblaci?n infantil de las comunidades vulnerables que habitan en barrios perif?ricos de las principales ciudades de Colombia","Contribuir al fortalecimiento de los procesos educativos en competencias psicosociales de la población infantil de las comunidades vulnerables que habitan en barrios periféricos de las principales ciudades de Colombia","Cooperación Financiera","NO ESPECIFICA","US Dolar","0","16.283,38","INFANCIA Y ADOLESCENCIA","SANTANDER, NORTE DE SANTANDER, RISARALDA, BOGOTÁ D.C., ANTIOQUIA, VALLE DEL CAUCA, TOLIMA, QUINDÍO","CALI","DESCENTRALIZADOS"
"COL575","Lucha contra la explotaci?n sexual de ni?os, ni?as y adolescentes","En diciembre 2014, se ha fortalecido la judicialización contra los agresores sexuales y la protección a NNA víctimas de ESCNNA; y ha sido promovida la implementación de políticas públicas y buenas prácticas basadas en el interés superior del niño","Cooperación Técnica","TERRE DES HOMMES - LAUSANNA","US Dolar","0","210.000,00","INFANCIA Y ADOLESCENCIA","BOLIVAR","CARTAGENA","DESCENTRALIZADOS"
"COL576","Mejora la calidad de vida de las mujeres del municipio de Soacha, afectadas por el conflicto armado","Fortalecer a las organizaciones y mujeres en situación de desplazamiento en el municipio de Soacha, a través de la Mesa de Organizaciones de Mujeres","Cooperación Técnica","NO ESPECIFICA","US Dolar","0","92.227,00","VICTIMAS DE LA VIOLENCIA","CUNDINAMARCA","AGUA DE DIOS, SOACHA","DESCENTRALIZADOS"
"COL577","?PROYECTO DEMOSTRATIVO PARA EL DESARROLLO SOSTENIBLE DE LA AMAZONIA COLOMBIANA COMO APORTE PARA LA PROTECCI?N AL CLIMA Y PARA LA CONSERVACI?N DE LA BIODIVERSIDAD?","Fortalecimiento de la producción de cacao orgánico en sistemas agroforestales (chakras) con el fin de exportarlo a Alemania a través de una nueva Asociación de productores de cacao, basándose en las reglas del comercio.","Cooperación Técnica","ALC SOLANO","US Dolar","74.093,00","666.844,00","INDIGENAS","CAQUETÁ","BELEN DE LOS ANDAQUIES, SOLANO","DESCENTRALIZADOS"
"COL578","PROYECTO PEPINOS DE MAR","Realizar un estudio de factibilidad para la implementación de la acuicultura del pepino de mar.","Cooperación Técnica","INVEMAR, MINAMBIENTE, MINAGRICULTURA, UNIMAGDALENA, DIAN, MINCOMERCIO","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL579","PROYECTO SENA - TIKA EN SECTOR DE TEXTILES","Fortalecer la capacidad de los entrenadores del SENA en lo relacionado con la industria textil y el diseño de modas.","Cooperación Técnica","SENA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL580","IMPLEMENTACI?N DE UN PROGRAMA DE APROVECHAMIENTO DE MATERIAL RECICLABLE PARA LA REGI?N DE LETICIA - TABATINGA","Capacitar gestores municipales y recicladoires en  aprovechamiento de residuos solidos.","Cooperación Técnica","ALCALDIA DE LETICIA","US Dolar","0","0","","AMAZONAS","","SUR SUR"
"COL581","GENERACI?N DE UNIDADES LOG?STICAS EN EL DESARROLLO DEL SECTOR POSTAL","Lograr por medio de un intercambio de expertos, la estructuración de un plan de negocios al interior de Servicios Postales Nacionales, que nos permita poder establecer una unidad  logistica especializada en la cosolidación de carga.","Cooperación Técnica","Serivios Postales Nacionales S.A 4-72 Es tu Correo","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL582","PRIMERA APROXIMACI?N A LA ARMONIZACI?N DE EST?NDARES PARA LA VIGILANCIA PRE-MERCADO (BUENAS PRACTICAS DE MANUFACTURAS) Y POST-MERCADO (VIGILANCIA EPIDEMIOL?GICA, TECNOVIGILANCIA) DE DISPOSITIVOS M?DICOS Y REACTIVOS DE DIAGNOSTICO IN-VITRO","Propiciar un primer acercamiento entre los dos países para la posible armonización futura de estándares de vigilancia pre-mercado (buenas prácticas de manufactura) y post-mercado (vigilancia epidemiológica, tecnovigilancia) de dispositivos médicos y reactivos de diagnóstico in-vitro","Cooperación Técnica","Instituto Nacional de Medicamentos y Alimentos Invima","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL583","FORTALECER LOS EQUIPOS SICOSOCIALES DE LOS SERVICIOS Y DEFENSOR?AS DE FAMILIA DEL SISTEMA DE RESPONSABILIDAD PENAL PARA ADOLESCENTES - SRPA","Adquirir nuevos enfoques y herramientas, a través del Intercambio de experiencias, transferencia de metodologías con expertos argentinos del SENAF.","Cooperación Técnica","Instituto Colombiano de Bienestar Familiar","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL584","PRIMER SEMINARIO INTERNACIONAL EN PETROLEO ""ADVANCEMENTS IN PETROLEUM FIELD GEOLOGY AND ENHANCED OIL RECOVERY METHODS"" Versi?n Octubre 2012","Conocer métodos modernos y herramientas para mejorar la productividad y eficiencia de la explotación de pozos petroleros y de gas, la aplicación de la nanotecnología para aumentar la recuperación de petróleo, entre otros temas.","Cooperación Técnica","Ecopetrol","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL585","SEGUNDO SEMINARIO INTERNACIONAL EN PETROLEO ""ADVANCEMENTS IN PETROLEUM FIELD GEOLOGY AND ENHANCED OIL RECOVERY METHODS"" Versi?n mayo 2013","Conocer métodos modernos y herramientas para mejorar la productividad y eficiencia de la explotación de pozos petroleros y de gas, la aplicación de la nanotecnología para aumentar la recuperación de petróleo, entre otros temas, así como conocer la experiencia de  los países africanos con industrias petroleras.","Cooperación Técnica","Ecopetrol","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL586","COOPERACI?N PARA FORTALECER LA EDUCACI?N SUPERIOR, LA JUSTICIA PROPIA Y EL DESARROLLO CON IDENTIDAD Y CULTURA DE LOS PUEBLOS IND?GENAS DE COLOMBIA","Apoyar dinámicas específicas en temas de educación superior, justicia propia y funcionamiento de Fondo Indígena, hacia la consolidación de estrategias que fomenten la autonomía y el desarrollo integral con identidad y cultura de los Pueblos Indígenas de Colombia desde el accionar institucional del Estado y Gobierno Colombianos. Incorporar enfoques pedagógicos en la construcción del (nuevo) modelo-enfoque de Educación Superior Indígena Intercultural Comunitaria desarrollado en la UNIBOL, a partir del intercambio de experiencias con instituciones, proyectos y programas análogos Colombianos","Cooperación Educativa","Programa Presidencial para la Formulación de Estrategias y Acciones para el Desarrollo Integral de los Pueblos Indígenas de Colombia","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL587","CIUDADES INTERMEDIAS Y SOSTENIBLES EN BRASIL Y COLOMBIA: HACIA LA DEFINICI?N DE ESTRATEGIAS COMPARTIDAS PARA EL DESARROLLO DE UN HABITAT SOCIAL EN EQUILIBRIO CON EL TERRITORIO.","Identificar  procesos de gestión integral en vivienda y espacio publico a nivel de tecnologías y metodologías de uso adecuado de materiales de construcción que sea ambientemente y socialmente  sostenible.","Cooperación Técnica","GOBERNACION DEL TOLIMA","US Dolar","0","0","","TOLIMA","","SUR SUR"
"COL588","COOPERACI?N T?CNICA PARA LA AMPLIACI?N DEL CONOCIMIENTO SOBRE PALMA ACEITERA Y LA HIGUERILA COMO FUENTES DE BIOMASA PARA LA PRODUCCI?N DE BIODIESEL","Aumentar la capacidad técnica del país  aprovechando las fortalezas  de la experiencia brasileña  aplicada al mejoramiento de los sistemas de producción de aceite de palma e higuerilla con aptitud  para la producción de comustibles.","Cooperación Técnica","CORPOICA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL589","CAPACITACI?N T?CNICA EN SISTEMAS DE PRODUCCI?N DE OVINOS Y CAPRINOS","1. Capacitar técnicos  en sistemas de producción y biotecnologia reproductiva, con enfasis en inseminación artificial y transferencia de embriones,m procesamiento de productos de origen caprino y ovino, manejo sanitario, revestimientos y suplementos para la alimentación de ovinos y caprinos.  2.Ampliar el intercambio de tecnicos de la cadena ovino y caprina  de Colombia.","Cooperación Técnica","MINISTERIO DE AGRICULTURA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL590","CAPACITACI?N T?CNICA EN SISTEMAS PRODUCTIVOS EN EL CULTIVO DE CAUCHO NATURAL EN ZONAS DE ESCAPE Y NO ESCAPE","1.Intercambiar conocimientos técnicos para el incremento de la calidad de los volumenes de producción de caucho natural y látex, con base en el conocimiento de los procesos de beneficio y transformación de caucho natural                                                                              2.Entrenar técnicos colombianos  en sistemas productivos  del cultivo de caucho natural  en zonas de escape y no escape","Cooperación Técnica","CORPOICA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL591","CAPACITACI?N T?CNICA EN EPIDEMIOLOG?A Y BIOLOG?A PARA EL CONTROL DE MONILIA Y ESCOBA DE BRUJA EN SISTEMAS AGROFORESTALES DEL CACAO.","1.Capacitar a tres investigadores colombianos en biologia y epidemiologia de M. rorei. perniciosa y biocontroladores de estos patogenos, sistemas agroforestales en Brasil.  2. Capacitar a investigadores colombianos en areas endemicas de la Moniliasis y Escoba de Bruja en Colombia.","Cooperación Técnica","CORPOICA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL592","SEGUNDA FASE DEL ?PLAN DE ENERGIZACI?N RURAL VINCULADO AL DESARROLLO LOCAL?","Transferir conocimientos sobre los procesos operativos y regulatorios del Programa Luz Para Todos, en las siguientes areas: elaboración de planes de obras y de  Inversión, contro fiscal y financiero y contrataciones de servicio.","Cooperación Técnica","MINISTERIO DE MINAS Y ENERGIA (UNIDAD DE PLANEACION MINERO ENERGÉTICA UPME)","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL593","APOYO T?CNICO PARA LA IMPLEMENTACI?N DE BANCOS DE LECHE HUMANA EN COLOMBIA","Asesorar al Ministerio de la Protección Social  en la elbaoración de un proyecto de implementación de las actividades de Bancos de Leche en dos departamentos del país y el Distrito CApital en la perspectiva de trabajo en REd.","Cooperación Técnica","MINISTERIO DE SALUD","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL594","IMPLEMENTACIÓN DE UN PROGRAMA DE INTERCAMBIO PARA EL FORTALECIMIENTO DE PROYECTOS EN ECOLOGÍA DEL PAISAJE Y CONTROL BIOLÓGICO EN EL CAUCHO (HEVEA BRASILIENSIS)","Desarrollar metodologias para el analisis de la oferta ambiental de los ecosistemas transformados para la producción de borracha.                   2.Identificar componentes para el fortalecimiento de estrategias de manejo integral de las enfermedades de la seringueira                        3.Realizar un analisis conjunto de componentes de producción en ambientes tropicales y subtropicales  de Colombia y Brasil","Cooperación Técnica","CORPOICA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL595","APOYO PARA EL FORTALECIMIENTO DE LA POL?TICA DE SEGURIDAD ALIMENTARIA Y NUTRICIONAL DE COLOMBIA","Fortalecer la Política Nacional de Seguridad Alimentaria y Nutricional  - PSAN a partir  del intercambio de experiencias  de cooperación y asistencia técnica.","Cooperación Técnica","INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL596","APOYO AL PROCESO DE REESTRUCTURACI?N DEL INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS E ALIMENTOS (INVIMA) COM VISTA AL FORTALECIMIENTO INSTITUCIONAL.","Intercambiar conocimientos y esperiencias  con la entidad homologa brasileña  que permita orientar la reestructuración del INVIMA.","Cooperación Técnica","INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL597","FORTALECIMIENTO EN EL DIAGN?STICO MOLECULAR Y BIOQU?MICO DE LAS ESPECIES DE LEISHMANIA Y SU GEOREFERENCIACI?N","1. Implemetar técnicas moleculates, para la identificación y tipificación de las diferentes especies de leishmania.                       2.Estandarizar las técnicas de tipificación.                                                   3.Georefernciar las especies de leishmaniasis                                                                 REalizar el analisis de correlación entre efectividad del tratamiento y la especie de leishmaniasis.","Cooperación Técnica","MINISTERIO DE LA PROTECCION SOCIAL/ INSTITUTO NACIONAL DE SALUD","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL598","INTERCAMBIO DE INFORMACI?N Y EXPERIENCIAS T?CNICAS Y NORMATIVAS EN LA GESTI?N DE SUELOS CONTAMINADOS.","Fortalecer el recurso  humano de las autoridades ambientales competentes a través de la capacitación  my entrenamiento para atender la problematica de los suelos contaminados, con enfasis en la estión del riesgo","Cooperación Técnica","Ministerio de Ambiente, Vivienda y Desarrollo Territorial","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL599","INTERCAMBIO DE CONOCIMIENTOS SOBRE IMPLEMENTACI?N DE TECNOLOG?AS LIMPIAS EN LA PRODUCCI?N DE GANADO EN COLOMBIA ? FASE II.","1. Implentar un sistema piloto silvopastoril, manejado con tecnologias limpias, basadas en microorganismos  obtenidos en la Fase I de ese proyecto, para la producción y mejoramiento en la calidad de la leche (Fase II)                                                                                                                                                                                                                    2. Transferir y socializar los resultados parciales  y la tecnologia desarrollada en la fase I, con base en la utilización de microorganismos del banco de germoplasma  y en los nuevos aislamientos  asociados a las especies en estudio","Cooperación Técnica","CORPOICA","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
"COL600","DESARROLLO DEL CULTIVO DE PECTINIDOS - JICA","Establecer un Modelo Piloto de Producción de Pectinidos.","Cooperación Técnica","UNIVERSIDAD DEL MAGDALAENA","US Dolar","0","0","","MAGDALENA","","SUR SUR"
"COL601","PROYECTO DE COOPERACION PARA EL FORTALECIMIETNTO DE LA GESTION DE LOS RESIDUOS EN COLOMBIA","Fortalecer al sector público y al sector privado en la gestión de los residuos solidos en Colombia","Cooperación Técnica","MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE","US Dolar","0","0","","AMBITO NACIONAL","","SUR SUR"
